URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://worldhealthorganization.github.io/smart/CodeSystem/pcmt-glossary-cs,0.1.0,draft,,PCMTGlossary,PCMT Term glossary,"Glossary.",
